author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/317145965/,Москва,sale,flat,24,28,1,43.1,-1,0,16500000.0,Покровское-Стрешнево,Строительный проезд,9,Трикотажная,Sky Garden
ИП Самарская М. И.,real_estate_agent,https://www.cian.ru/sale/flat/316856463/,Москва,sale,flat,9,12,3,62.0,-1,0,16400000.0,Зябликово, Мусы Джалиля,13,Шипиловская,
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/317651403/,Москва,sale,flat,12,16,2,54.0,-1,0,16499000.0,Митино, Барышиха,25к1,Митино,
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/316547606/,Москва,sale,flat,9,20,3,84.0,-1,0,16500000.0,Бирюлево Восточное,6-я Радиальная ,7/1к2,Каспийская,Царицыно-2
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/312467644/,Москва,sale,flat,12,17,3,74.7,-1,0,16400000.0,Ново-Переделкино,Лукинская ,11,Новопеределкино,
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/317551887/,Москва,sale,flat,9,9,3,58.1,-1,0,16500000.0,Северное Тушино, Героев Панфиловцев,14К1,Планерная,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/314951462/,Москва,sale,flat,5,5,1,52.8,-1,0,16500000.0,Кунцево, Екатерины Будановой,12,Кунцевская,
На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/314620200/,Москва,sale,flat,23,26,1,45.0,-1,0,16500000.0,Щукино,Авиационная ,63,Щукинская,"Авиационная, 59-63"
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/316546059/,Москва,sale,flat,16,17,2,60.1,-1,0,16500000.0,, Бориса Пастернака,25,Рассказовка,Переделкино Ближнее Город-парк
ИНФИНИТИ,real_estate_agent,https://www.cian.ru/sale/flat/317037360/,Москва,sale,flat,14,24,1,44.0,-1,0,16495000.0,Нижегородский,Новохохловская ,15к1,Новохохловская,Новохохловская 15
PRO ОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/316612249/,Москва,sale,flat,4,12,3,66.2,-1,0,16500000.0,Ярославский,Ярославское шоссе,8К2,Ботанический сад,
ОЛ ИНКЛЮЗИВ,real_estate_agent,https://www.cian.ru/sale/flat/311107335/,Москва,sale,flat,3,23,2,49.5,-1,0,16500000.0,Рязанский,2-й Грайвороновский проезд,44к2,Стахановская,Кварталы 21/19
ID 374902,realtor,https://www.cian.ru/sale/flat/317116350/,Москва,sale,flat,8,16,3,71.0,-1,0,16500000.0,Ивановское,Магнитогорская ,7,Новогиреево,
Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/316941497/,Москва,sale,flat,6,8,2,44.3,-1,0,16600000.0,Донской,Варшавское шоссе,18К1,Верхние котлы,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/314385616/,Москва,sale,flat,8,16,2,53.5,-1,0,16590000.0,Хорошево-Мневники, Народного Ополчения,28К1,Народное Ополчение,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/314824898/,Москва,sale,flat,11,16,1,41.0,-1,0,16749000.0,Аэропорт,1-я Аэропортовская ,6,Аэропорт,
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/316706916/,Москва,sale,flat,8,22,2,65.7,-1,0,16750000.0,, Картмазовские Пруды,2к1,Филатов Луг,
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/315213717/,Москва,sale,flat,2,3,2,70.3,-1,0,16750000.0,, Андерсена,14к1,Ольховая,Андерсен
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/315325931/,Москва,sale,flat,5,30,1,50.3,-1,0,16800000.0,Покровское-Стрешнево,Строительный проезд,9,Трикотажная,Sky Garden
Мария Кочерыгина,realtor,https://www.cian.ru/sale/flat/316780613/,Москва,sale,flat,2,12,1,37.5,-1,0,16700000.0,Таганский,Таганская ,31/22,Пролетарская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315555489/,Москва,sale,flat,9,17,1,38.6,-1,0,16900000.0,Даниловский, Петра Кончаловского,7к3,Технопарк,Shagal
Самолет Плюс Москва ЮГ,real_estate_agent,https://www.cian.ru/sale/flat/312895187/,Москва,sale,flat,19,25,3,90.6,-1,0,17000000.0,, Радужная,14к5,Филатов Луг,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/317625822/,Москва,sale,flat,14,20,3,109.0,-1,0,17000000.0,Бирюлево Восточное,6-я Радиальная ,7/1к1,Каспийская,Царицыно-2
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/316884858/,Москва,sale,flat,10,15,1,43.6,-1,0,16990000.0,Богородское,Погонный проезд,3ак7,Белокаменная,Лосиный остров
АЯКС,real_estate_agent,https://www.cian.ru/sale/flat/316777109/,Москва,sale,flat,9,17,1,42.1,-1,0,17000000.0,Даниловский, Петра Кончаловского,7к1,Технопарк,Shagal
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/316587121/,Москва,sale,flat,2,22,2,56.0,-1,0,16900000.0,Южное Тушино,бульвар Яна Райниса,45К1,Сходненская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/313808904/,Москва,sale,flat,3,5,3,65.2,-1,0,16900000.0,Текстильщики, Артюхиной,20,Печатники,
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316942553/,Москва,sale,flat,9,11,2,58.4,-1,0,16950000.0,,бульвар Скандинавский,5к1,Потапово,Скандинавия
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/316610836/,Москва,sale,flat,3,15,1,42.0,-1,0,17000000.0,Можайский,Сколковское шоссе,40к3,Сетунь,Stellar City
Landis,real_estate_agent,https://www.cian.ru/sale/flat/317061361/,Москва,sale,flat,8,9,2,45.0,-1,0,17000000.0,Коньково, Бутлерова,24,Калужская,
METRAGE,real_estate_agent,https://www.cian.ru/sale/flat/316197644/,Москва,sale,flat,1,5,3,68.0,-1,0,17090000.0,Академический, Дмитрия Ульянова,33к10,Академическая,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317023524/,Москва,sale,flat,1,5,2,68.4,-1,0,17300000.0,Бабушкинский, Летчика Бабушкина,11/2к1,Бабушкинская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/310834850/,Москва,sale,flat,5,28,1,33.5,-1,0,17500000.0,Богородское,Открытое шоссе,14Д,Бульвар Рокоссовского,Талисман на Рокоссовского
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/311390702/,Москва,sale,flat,4,19,2,61.6,-1,0,17400000.0,Можайский,,,Сетунь,Стеллар Сити ЖК
Marry Lane Group,real_estate_agent,https://www.cian.ru/sale/flat/317805587/,Москва,sale,flat,3,20,1,39.8,-1,0,17500000.0,Покровское-Стрешнево,Волоколамское шоссе,95/2,Трикотажная,City Bay
Марина Круглянская,realtor,https://www.cian.ru/sale/flat/315910063/,Москва,sale,flat,16,24,3,50.0,-1,0,17500000.0,Ховрино,Клинская ,2Ак7,Грачёвская,мой адрес На Клинской
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/315796610/,Москва,sale,flat,4,12,3,78.2,-1,0,17500000.0,Южное Бутово,Южнобутовская ,29К1,Улица Горчакова,
METRAGE,real_estate_agent,https://www.cian.ru/sale/flat/317780667/,Москва,sale,flat,10,20,1,34.7,-1,0,17500000.0,Головинский,Михалковская ,48к2,Коптево,Михалковский
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/306110672/,Москва,sale,flat,4,28,2,60.8,-1,0,17500000.0,Покровское-Стрешнево,Строительный проезд,9С9,Трикотажная,Sky Garden
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/315909392/,Москва,sale,flat,2,17,3,70.3,-1,0,17400000.0,, Радужная,8,Рассказовка,Град Московский
GENESIS BROKERS,real_estate_agent,https://www.cian.ru/sale/flat/314502912/,Москва,sale,flat,8,32,1,32.5,-1,0,17500000.0,Бутырский, Добролюбова,8к3,Бутырская,Руставели 14
СОВКОМБАНК,official_representative,https://www.cian.ru/sale/flat/313475694/,Москва,sale,flat,3,9,3,83.7,-1,0,17450000.0,Нижегородский, Верхняя Хохловка,39/47,Нижегородская,
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/316171173/,Москва,sale,flat,13,27,1,36.0,-1,0,17500000.0,Хорошевский, Зорге,9к2,Полежаевская,Рихард
АЯКС,real_estate_agent,https://www.cian.ru/sale/flat/314038192/,Москва,sale,flat,9,12,3,61.0,-1,0,17498000.0,Кунцево,Рублевское шоссе,127,Крылатское,
АЯКС,real_estate_agent,https://www.cian.ru/sale/flat/314576517/,Москва,sale,flat,7,9,3,65.0,-1,0,17499999.0,Люблино,Совхозная ,18К2,Люблино,
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/317296108/,Москва,sale,flat,1,9,3,81.0,-1,0,17700000.0,, Николо-Хованская,20,Коммунарка,Николин Парк
Самолет плюс Троицк,real_estate_agent,https://www.cian.ru/sale/flat/315529190/,Москва,sale,flat,14,17,3,74.5,-1,0,17700000.0,Ново-Переделкино,Боровское шоссе,46,Новопеределкино,
CENTURY 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/315043994/,Москва,sale,flat,8,30,2,48.5,-1,0,17600000.0,Южнопортовый,Новоостаповская ,12,Дубровка,MYPRIORITY Dubrovka
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/306831664/,Москва,sale,flat,9,28,1,36.7,-1,0,17650000.0,Обручевский, Академика Волгина,2,Калужская,Архитектор
МРИЭЛТОР - офис Отрадное,real_estate_agent,https://www.cian.ru/sale/flat/315803227/,Москва,sale,flat,8,17,3,73.0,-1,0,17700000.0,Митино,Пятницкое шоссе,31,Митино,
Анна Гревцова,realtor,https://www.cian.ru/sale/flat/314605563/,Москва,sale,flat,4,9,2,43.6,-1,0,17600000.0,Южнопортовый, Симоновский Вал,19,Дубровка,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317641611/,Москва,sale,flat,19,34,1,33.6,-1,0,18000000.0,Головинский,Кронштадтский бульвар,8к2,Водный стадион,Кронштадтский 14
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/302969597/,Москва,sale,flat,2,26,3,74.7,-1,0,17999000.0,Ярославский,Лосиноостровская ,вл45к2,Свиблово,Сказочный лес
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315912938/,Москва,sale,flat,1,5,1,37.0,-1,0,17900000.0,Пресненский,Стрельбищенский переулок,11,Москва-Сити,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/311433502/,Москва,sale,flat,10,17,3,74.0,-1,0,17900000.0,, Авиаконструктора Петлякова,13к1,Пыхтино,Солнцево парк
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/316566188/,Москва,sale,flat,14,20,1,36.0,-1,0,17950000.0,Головинский,Михалковская ,48к2,Коптево,Михалковский
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/317616658/,Москва,sale,flat,3,25,2,60.0,-1,0,18000000.0,, Саларьевская,16к3,Саларьево,Саларьево парк
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/316703767/,Москва,sale,flat,7,29,1,37.0,-1,0,17900000.0,Печатники,,1,Кожуховская,Левел Южнопортовая ЖК
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/316292950/,Москва,sale,flat,8,24,1,48.9,-1,0,17900000.0,Чертаново Центральное,Чертановская ,43к3,Пражская,Галактика
CENTURY21 Феникс,real_estate_agent,https://www.cian.ru/sale/flat/316029186/,Москва,sale,flat,23,44,2,53.3,-1,0,17940000.0,Покровское-Стрешнево,Строительный проезд,9С6,Трикотажная,Sky Garden
Метр-Инфо,real_estate_agent,https://www.cian.ru/sale/flat/317465444/,Москва,sale,flat,3,9,3,54.0,-1,0,17900000.0,Ясенево,Соловьиный проезд,14,Новоясеневская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/315253533/,Москва,sale,flat,10,20,2,64.5,-1,0,17990000.0,, Анны Ахматовой,12,Рассказовка,Переделкино Ближнее Город-парк
ID 106403623,unknown,https://www.cian.ru/sale/flat/317559268/,Москва,sale,flat,25,26,1,38.3,-1,0,17990000.0,Даниловский, Виктора Маслова,2,Автозаводская,RiverSky
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317338703/,Москва,sale,flat,6,13,1,38.0,-1,0,18300000.0,Западное Дегунино,Ильменский проезд,14к7,Селигерская,Селигер Сити
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/316777549/,Москва,sale,flat,28,32,1,41.4,-1,0,18400000.0,Богородское,Просторная ,7,Преображенская площадь,Просторная 7
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/314839556/,Москва,sale,flat,4,9,2,42.4,-1,0,18500000.0,Останкинский,проспект Мира,97,Алексеевская,
INHAUS,real_estate_agent,https://www.cian.ru/sale/flat/317553041/,Москва,sale,flat,16,26,1,36.3,-1,0,18450000.0,Даниловский,18/19/27,18/19/27,ЗИЛ,Зиларт ЖК
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/316973850/,Москва,sale,flat,6,14,2,45.6,-1,0,18500000.0,Басманный,Доброслободская ,14к2,Бауманская,
АЯКС,real_estate_agent,https://www.cian.ru/sale/flat/316708732/,Москва,sale,flat,3,43,1,40.4,-1,0,18500000.0,Хорошево-Мневники,Шелепихинская набережная,40к1,Шелепиха,Sydney City
Метр-Инфо,real_estate_agent,https://www.cian.ru/sale/flat/315419765/,Москва,sale,flat,7,9,2,47.0,-1,0,18500000.0,Обручевский, Гарибальди,20/29К2,Новые Черёмушки,
CENTURY 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/314834804/,Москва,sale,flat,5,5,3,74.0,-1,0,18500000.0,Покровское-Стрешнево, Свободы,14,Тушинская,
Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/311609742/,Москва,sale,flat,6,7,2,41.0,-1,0,18600000.0,Печатники,,1,Перерва,Квартал на воде ЖК
Абсолют Недвижимость,developer,https://www.cian.ru/sale/flat/304057007/,Москва,sale,flat,2,19,3,83.2,-1,0,18536491.0,,,9-я фаза,Филатов Луг,Первый Московский ЖК
Место,real_estate_agent,https://www.cian.ru/sale/flat/314897469/,Москва,sale,flat,5,5,2,53.5,-1,0,18750000.0,Беговой,Ленинградский проспект,33К9,Динамо,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/317087561/,Москва,sale,flat,2,12,3,77.9,-1,0,18900000.0,,бульвар Скандинавский,23к1,Потапово,Скандинавия
СМАРЕНТ,real_estate_agent,https://www.cian.ru/sale/flat/301363898/,Москва,sale,flat,14,20,1,39.9,-1,0,18990000.0,Даниловский,Автозаводская ,26,Тульская,FORST
Landis,real_estate_agent,https://www.cian.ru/sale/flat/317292090/,Москва,sale,flat,14,24,1,34.4,-1,0,19000000.0,Хорошево-Мневники,Шелепихинская набережная,40к1,Шелепиха,Sydney City
Penny Lane Moscow,real_estate_agent,https://www.cian.ru/sale/flat/312193053/,Москва,sale,flat,7,9,3,90.0,-1,0,19000000.0,, Александры Монаховой,98к1,Потапово,Бунинские луга
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/315959824/,Москва,sale,flat,2,8,2,55.0,-1,0,18900000.0,Соколиная гора,проспект Буденного,27,Соколиная гора,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/317526807/,Москва,sale,flat,31,33,2,50.2,-1,0,19300000.0,Гольяново,,1.3,Черкизовская,Амурский парк ЖК
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/316741191/,Москва,sale,flat,7,9,2,60.0,-1,0,19300000.0,Свиблово,проезд Серебрякова,3,Ботанический сад,
Комета Эстейт,real_estate_agent,https://www.cian.ru/sale/flat/317718123/,Москва,sale,flat,2,9,1,40.6,-1,0,19399000.0,Даниловский,набережная Марка Шагала,11к2,ЗИЛ,Shagal
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/314604900/,Москва,sale,flat,6,16,2,70.7,-1,0,19500000.0,,проспект Магеллана,2,Прокшино,Испанские кварталы
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316744255/,Москва,sale,flat,10,16,2,64.9,-1,0,19500000.0,Косино-Ухтомский,Святоозерская ,32,Лухмановская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317756774/,Москва,sale,flat,8,24,2,57.5,-1,0,19499000.0,Перово,3-я Владимирская ,23,Перово,
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/312014835/,Москва,sale,flat,1,12,3,63.0,-1,0,19500000.0,Обручевский, Архитектора Власова,47,Новые Черёмушки,
Vysotsky Estate,real_estate_agent,https://www.cian.ru/sale/flat/316771952/,Москва,sale,flat,3,5,2,51.1,-1,0,19500000.0,Нагатинский затон,Якорная ,3,Кленовый бульвар,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/316332723/,Москва,sale,flat,2,8,2,55.4,-1,0,19500000.0,Южнопортовый, Трофимова,31,Кожуховская,
На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/316778979/,Москва,sale,flat,11,17,2,66.5,-1,0,19400000.0,Бескудниковский,Коровинское шоссе,12,Селигерская,
Vysotsky Estate,real_estate_agent,https://www.cian.ru/sale/flat/317604120/,Москва,sale,flat,5,5,3,64.7,-1,0,19500000.0,Ростокино,проспект Мира,188А,Ростокино,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316418780/,Москва,sale,flat,11,16,2,54.0,-1,0,19800000.0,Обручевский, Новаторов,40К2,Новаторская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317607864/,Москва,sale,flat,4,43,2,64.9,-1,0,19900000.0,Покровское-Стрешнево,Строительный проезд,9,Трикотажная,Sky Garden
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/316267113/,Москва,sale,flat,7,17,3,71.0,-1,0,19900000.0,Ховрино,Онежская ,51к1,Моссельмаш,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316010922/,Москва,sale,flat,5,5,3,72.5,-1,0,19900000.0,Головинский,Лихоборская набережная,4К2,Коптево,
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/317456604/,Москва,sale,flat,6,25,2,60.5,-1,0,19990000.0,Войковский,Нарвская ,1Ак4,Водный стадион,Головино
Vysotsky Estate,real_estate_agent,https://www.cian.ru/sale/flat/317331711/,Москва,sale,flat,40,42,2,44.8,-1,0,19800000.0,Котловка,Севастопольский проспект,22А,Крымская,Eniteo
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/316210989/,Москва,sale,flat,8,15,2,66.8,-1,0,19900000.0,, Саларьевская,16к3,Саларьево,Саларьево парк
Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/317280519/,Москва,sale,flat,6,26,1,27.0,-1,0,19850000.0,Пресненский,,,Белорусская,Republic
Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/317515502/,Москва,sale,flat,10,12,2,51.5,-1,0,20100000.0,Южнопортовый,,,Дубровка,Майприорити Дубровка ЖК
ID 106651325,realtor,https://www.cian.ru/sale/flat/317778828/,Москва,sale,flat,11,14,2,45.0,-1,0,20000000.0,Можайский,,4.2,Давыдково,Верейская 41 ЖК
ОЛ ИНКЛЮЗИВ,real_estate_agent,https://www.cian.ru/sale/flat/317711265/,Москва,sale,flat,28,33,1,42.0,-1,0,20200000.0,Очаково-Матвеевское,Очаковское шоссе,5к4,Аминьевская,Матвеевский парк
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/317762196/,Москва,sale,flat,10,17,2,51.6,-1,0,20500000.0,Котловка,Нагорная ,15К4,Нагорная,
Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/315834927/,Москва,sale,flat,7,16,3,65.0,-1,0,20500000.0,Черемушки, Обручева,65/54,Зюзино,
METRAGE,real_estate_agent,https://www.cian.ru/sale/flat/315353756/,Москва,sale,flat,14,28,1,38.0,-1,0,20500000.0,Можайский,переулок 2-й Петра Алексеева,5,Рабочий посёлок,Кутузов Град
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/317746571/,Москва,sale,flat,7,16,2,55.0,-1,0,20499000.0,Солнцево,Производственная ,12к2,Солнцево,Лучи
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/314849536/,Москва,sale,flat,7,24,2,52.1,-1,0,20490000.0,Левобережный,Смольная ,61К1,Беломорская,
Анастасия Ванюшина,realtor,https://www.cian.ru/sale/flat/317421688/,Москва,sale,flat,9,9,3,60.0,-1,0,20500000.0,Северное Медведково,Широкая ,16,Медведково,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/317060483/,Москва,sale,flat,19,23,2,70.0,-1,0,20500000.0,Крылатское,Рублевское шоссе,70к2,Крылатское,Крылатский
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/315813343/,Москва,sale,flat,2,17,2,49.5,-1,0,20500000.0,Коньково, Бутлерова,6,Беляево,
МРИЭЛТОР - офис Отрадное,real_estate_agent,https://www.cian.ru/sale/flat/315170720/,Москва,sale,flat,2,19,2,60.7,-1,0,20400000.0,Таганский,Рабочая ,16,Москва-Товарная,
Комета Эстейт,real_estate_agent,https://www.cian.ru/sale/flat/316627168/,Москва,sale,flat,2,17,3,76.4,-1,0,20500000.0,Нижегородский,Перовское шоссе,6,Нижегородская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317652905/,Москва,sale,flat,4,17,2,53.2,-1,0,20700000.0,Теплый Стан,Ленинский проспект,127,Тропарёво,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/304427978/,Москва,sale,flat,33,45,2,41.3,-1,0,20799999.0,Очаково-Матвеевское,,к4,Аминьевская,Левел Мичуринский ЖК
VSN Group,real_estate_agent,https://www.cian.ru/sale/flat/315529382/,Москва,sale,flat,15,22,3,67.5,-1,0,20700000.0,Богородское,3-я Гражданская ,21,Бульвар Рокоссовского,Парковый квартал 
VSN Group,real_estate_agent,https://www.cian.ru/sale/flat/317594815/,Москва,sale,flat,15,22,2,67.5,-1,0,20700000.0,Богородское,3-я Гражданская ,21,Бульвар Рокоссовского,Парковый квартал 
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317782124/,Москва,sale,flat,2,5,3,77.1,-1,0,20600000.0,Головинский,Солнечногорская ,5К1,Моссельмаш,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316108460/,Москва,sale,flat,9,34,1,47.0,-1,0,20990000.0,Головинский,Кронштадтский бульвар,9к6,Водный стадион,Кронштадтский 9
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/314728928/,Москва,sale,flat,14,31,2,52.3,-1,0,20950000.0,Западное Дегунино,Дмитровское шоссе,75/77,Верхние Лихоборы,Kinetik
АЯКС,real_estate_agent,https://www.cian.ru/sale/flat/316166616/,Москва,sale,flat,22,46,2,43.7,-1,0,20990000.0,Обручевский, Академика Волгина,2,Калужская,Архитектор
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/315959331/,Москва,sale,flat,1,6,3,78.6,-1,0,20900000.0,Лефортово,Авиамоторная ,28/4,Авиамоторная,
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/313656228/,Москва,sale,flat,7,8,2,60.0,-1,0,20900000.0,Сокол, Панфилова,10,Панфиловская,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/316866188/,Москва,sale,flat,12,30,1,41.3,-1,0,20800000.0,Южнопортовый,Волгоградский проспект,32/5к3,Угрешская,Метрополия
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/308356673/,Москва,sale,flat,2,30,2,75.4,-1,0,20800000.0,Покровское-Стрешнево,Строительный проезд,9С6,Трикотажная,Sky Garden
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/313729951/,Москва,sale,flat,7,25,2,68.7,-1,0,20990000.0,, Саларьевская,14к2,Саларьево,Саларьево парк
ID 24059505,realtor,https://www.cian.ru/sale/flat/317366360/,Москва,sale,flat,2,8,2,42.2,-1,0,20900000.0,Ломоносовский,проспект Вернадского,33,Проспект Вернадского,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317516265/,Москва,sale,flat,15,22,2,53.0,-1,0,21000000.0,Ярославский, Красная Сосна,3,Свиблово,Настроение
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317288216/,Москва,sale,flat,7,27,2,46.1,-1,0,21000000.0,Бутырский, Добролюбова,8к2,Бутырская,Руставели 14
Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/317422534/,Москва,sale,flat,12,12,3,60.6,-1,0,21000000.0,Хорошево-Мневники, Маршала Тухачевского,42К3,Бульвар Генерала Карбышева,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317778265/,Москва,sale,flat,13,14,2,54.2,-1,0,21100000.0,Можайский,,2.2,Рабочий посёлок,Верейская 41 ЖК
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/317766107/,Москва,sale,flat,8,13,3,63.9,-1,0,21000000.0,Фили-Давыдково,Славянский бульвар,9К1,Славянский бульвар,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/315861614/,Москва,sale,flat,2,41,1,43.0,-1,0,21200000.0,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/315311368/,Москва,sale,flat,10,17,2,79.58,-1,0,21000000.0,,,20А,Коммунарка,Коммунарка
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/314746780/,Москва,sale,flat,1,5,3,82.0,-1,0,21199000.0,Савеловский,Башиловская ,28,Дмитровская,
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/303087795/,Москва,sale,flat,41,43,3,64.9,-1,0,21000000.0,Покровское-Стрешнево,,,Трикотажная,Скай Гарден ЖК
One Life,real_estate_agent,https://www.cian.ru/sale/flat/315488537/,Москва,sale,flat,6,9,2,47.6,-1,0,21000000.0,Войковский, Космонавта Волкова,7,Войковская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315960300/,Москва,sale,flat,6,17,3,76.2,-1,0,21250000.0,Отрадное,Алтуфьевское шоссе,34К2,Отрадное,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/317760786/,Москва,sale,flat,4,57,1,36.38,-1,0,21300000.0,Хорошево-Мневники,,,Хорошёво,Джойс ЖК
Алеся Лунина,realtor,https://www.cian.ru/sale/flat/315415841/,Москва,sale,flat,8,14,3,75.0,-1,0,21300000.0,Ново-Переделкино,Боровское шоссе,18К2,Боровское шоссе,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/313631915/,Москва,sale,flat,16,17,3,84.0,-1,0,21500000.0,, Летчика Грицевца,11,Пыхтино,Солнцево парк
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/314190570/,Москва,sale,flat,10,12,2,47.0,-1,0,21490000.0,Проспект Вернадского, Коштоянца,15,Проспект Вернадского,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316944011/,Москва,sale,flat,9,12,3,84.0,-1,0,21500000.0,, Бориса Пастернака,14,Рассказовка,Переделкино Ближнее Город-парк
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/317455477/,Москва,sale,flat,8,10,2,37.1,-1,0,21500000.0,Даниловский, Мустая Карима,12,Технопарк,WOW
